sentence,relation,enhanced_sentence,label_id
"The first incarnation of this series was set in the 1940s, during World War II, when the <e1>princess</e1> left her native paradise <e2>island</e2> (where Amazon women had lived for centuries) to help the U.S. foil the Nazis.",8,"The first incarnation of this series was set in the 1940s, during World War II, when the <e1>princess</e1> left her native paradise <e2>island</e2> (where Amazon women had lived for centuries) to help the U.S. foil the Nazis. [SEP] princess: a female member of a royal family other than the queen (especially the daughter of a sovereign) [KG: http://www.wikidata.org/prop/direct/P460: princess; http://www.wikidata.org/prop/direct/P279: princess; http://www.wikidata.org/prop/direct/P279: princess; http://www.wikidata.org/prop/direct/P1889: princess; http://www.wikidata.org/prop/direct/P1889: princess] [SEP] island: a land mass (smaller than a continent) that is surrounded by water [KG: No data]",8
Cieply's <e1>story</e1> makes a compelling <e2>point</e2> about modern-day studio economics.,14,Cieply's <e1>story</e1> makes a compelling <e2>point</e2> about modern-day studio economics. [SEP] story: a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program [KG: No data] [SEP] point: a geometric element that has position but no extension [KG: http://www.wikidata.org/prop/direct/P279: point; http://www.wikidata.org/prop/direct/P279: point; http://www.wikidata.org/prop/direct/P1889: point; http://www.wikidata.org/prop/direct/P279: point],14
We poured the <e1>milk</e1> into the <e2>pumpkin mixture</e2>.,6,We poured the <e1>milk</e1> into the <e2>pumpkin mixture</e2>. [SEP] milk: a white nutritious liquid secreted by mammals and used as food by human beings [KG: No data] [SEP] pumpkin mixture: N/A [KG: No data],6
Lawyers in Detroit also worked overtime as several <e1>lawsuits</e1> ensued from angry and injured <e2>fans</e2>.,8,Lawyers in Detroit also worked overtime as several <e1>lawsuits</e1> ensued from angry and injured <e2>fans</e2>. [SEP] lawsuits: a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy [KG: No data] [SEP] fans: a device for creating a current of air by movement of a surface or surfaces [KG: No data],8
The continuing Nigerian <e1>outbreak</e1> is the biggest ever caused by the <e2>vaccine</e2>.,1,The continuing Nigerian <e1>outbreak</e1> is the biggest ever caused by the <e2>vaccine</e2>. [SEP] outbreak: a sudden violent spontaneous occurrence (usually of some undesirable condition) [KG: No data] [SEP] vaccine: immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies [KG: No data],1
Our mercenary Army has now degenerated into a Godless <e1>cabal</e1> of mindless <e2>killers</e2> not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have).,13,Our mercenary Army has now degenerated into a Godless <e1>cabal</e1> of mindless <e2>killers</e2> not unlike the Soviets that were butchering civilians in Afghanistan (exactly as sadistically as we have). [SEP] cabal: a clique (often secret) that seeks power usually through intrigue [KG: No data] [SEP] killers: someone who causes the death of a person or animal [KG: No data],13
The <e1>fire</e1> inside WTC was caused by exploding <e2>fuel</e2>.,1,The <e1>fire</e1> inside WTC was caused by exploding <e2>fuel</e2>. [SEP] fire: the event of something burning (often destructive) [KG: http://www.wikidata.org/prop/direct/P1889: fire; http://www.wikidata.org/prop/direct/P1889: fire] [SEP] fuel: a substance that can be consumed to produce energy [KG: No data],1
The <e1>epithelium</e1> from the knockout mouse bladder is migrating into the transplanted <e2>matrix</e2>.,6,The <e1>epithelium</e1> from the knockout mouse bladder is migrating into the transplanted <e2>matrix</e2>. [SEP] epithelium: membranous tissue covering internal organs and other internal surfaces of the body [KG: No data] [SEP] matrix: (mathematics) a rectangular array of quantities or expressions set out by rows and columns; treated as a single element and manipulated according to rules [KG: http://www.wikidata.org/prop/direct/P279: matrix; http://www.wikidata.org/prop/direct/P5869: matrix; http://www.wikidata.org/prop/direct/P279: matrix; http://www.wikidata.org/prop/direct/P279: matrix],6
The <e1>staff</e1> was removed from his <e2>position</e2>.,8,The <e1>staff</e1> was removed from his <e2>position</e2>. [SEP] staff: personnel who assist their superior in carrying out an assigned task [KG: No data] [SEP] position: the particular portion of space occupied by something [KG: No data],8
The <e1>suffering</e1> caused by the <e2>terrorists</e2> is the real torture.,1,The <e1>suffering</e1> caused by the <e2>terrorists</e2> is the real torture. [SEP] suffering: a state of acute pain [KG: http://www.wikidata.org/prop/direct/P460: suffering] [SEP] terrorists: a radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities [KG: No data],1
This <e1>love</e1> of nature's gift has been reflected in <e2>artworks</e2> dating back more than a thousand years.,15,This <e1>love</e1> of nature's gift has been reflected in <e2>artworks</e2> dating back more than a thousand years. [SEP] love: a strong positive emotion of regard and affection [KG: http://www.wikidata.org/prop/direct/P6875: love] [SEP] artworks: photographs or other visual representations in a printed publication [KG: No data],15
The <e1>court</e1> decided the objection by making the instalment <e2>order</e2> as sought.,17,"The <e1>court</e1> decided the objection by making the instalment <e2>order</e2> as sought. [SEP] court: an assembly (including one or more judges) to conduct judicial business [KG: http://www.wikidata.org/prop/direct/P1629: court; http://www.wikidata.org/prop/direct/P1687: court] [SEP] order: (often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed [KG: http://www.wikidata.org/prop/direct/P1382: order; http://www.wikidata.org/prop/direct/P1382: order; http://www.wikidata.org/prop/direct/P1382: order]",17
"In a poetic twist, the <e1>tsunami</e1> triggered by the rock <e2>band</e2> forced many American jazz and blues singers to seek work in the United Kingdom, which is where Anderson found a receptive audience in 1965.",1,"In a poetic twist, the <e1>tsunami</e1> triggered by the rock <e2>band</e2> forced many American jazz and blues singers to seek work in the United Kingdom, which is where Anderson found a receptive audience in 1965. [SEP] tsunami: a cataclysm resulting from a destructive sea wave caused by an earthquake or volcanic eruption [KG: No data] [SEP] band: an unofficial association of people or groups [KG: No data]",1
<e1>Leakage</e1> and fire caused due to <e2>corrosion</e2> of bypass piping for recirculation gas at a fuel oil desulphurization unit.,1,<e1>Leakage</e1> and fire caused due to <e2>corrosion</e2> of bypass piping for recirculation gas at a fuel oil desulphurization unit. [SEP] Leakage: the discharge of a fluid from some container [KG: No data] [SEP] corrosion: a state of deterioration in metals caused by oxidation or chemical action [KG: No data],1
A team of students from Virginia Tech University have created a vehicle that allows vision impaired <e1>drivers</e1> to take control of the <e2>wheel</e2>.,11,A team of students from Virginia Tech University have created a vehicle that allows vision impaired <e1>drivers</e1> to take control of the <e2>wheel</e2>. [SEP] drivers: the operator of a motor vehicle [KG: No data] [SEP] wheel: a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines) [KG: No data],11
BMW's iDrive 4.0 brings in a <e1>horde</e1> of new <e2>features</e2>.,13,BMW's iDrive 4.0 brings in a <e1>horde</e1> of new <e2>features</e2>. [SEP] horde: a vast multitude [KG: No data] [SEP] features: a prominent attribute or aspect of something [KG: No data],13
The metal <e1>ball</e1> makes a ding ding ding <e2>noise</e2> when it swings back and hits the metal body of the lamp.,0,The metal <e1>ball</e1> makes a ding ding ding <e2>noise</e2> when it swings back and hits the metal body of the lamp. [SEP] ball: round object that is hit or thrown or kicked in games [KG: http://www.wikidata.org/prop/direct/P1419: ball; http://www.wikidata.org/prop/direct/P1889: ball; http://www.wikidata.org/prop/direct/P279: ball] [SEP] noise: sound of any kind (especially unintelligible or dissonant sound) [KG: http://www.wikidata.org/prop/direct/P279: noise],0
It consists of an <e1>ensemble</e1> of <e2>ladies</e2> who are highly qualified to play various Arabic musical instruments.,13,It consists of an <e1>ensemble</e1> of <e2>ladies</e2> who are highly qualified to play various Arabic musical instruments. [SEP] ensemble: a group of musicians playing or singing together [KG: No data] [SEP] ladies: a polite name for any woman [KG: No data],13
It underscores the need for continued surveillance of nicotine delivery in <e1>products</e1> created by an unregulated <e2>industry</e2>.,16,It underscores the need for continued surveillance of nicotine delivery in <e1>products</e1> created by an unregulated <e2>industry</e2>. [SEP] products: commodities offered for sale [KG: No data] [SEP] industry: the people or companies engaged in a particular kind of commercial enterprise [KG: http://www.wikidata.org/prop/direct/P1629: industry; http://www.wikidata.org/prop/direct/P1687: industry],16
"Unlike other fish, grunion come out of the water completely to lay their eggs in the wet <e1>sand</e1> of the <e2>beach</e2>.",18,"Unlike other fish, grunion come out of the water completely to lay their eggs in the wet <e1>sand</e1> of the <e2>beach</e2>. [SEP] sand: a loose material consisting of grains of rock or coral [KG: http://www.wikidata.org/prop/direct/P138: sand] [SEP] beach: an area of sand sloping down to the water of a sea or lake [KG: No data]",18
A large <e1>marble</e1> was dropped into the <e2>bowl</e2>.,6,A large <e1>marble</e1> was dropped into the <e2>bowl</e2>. [SEP] marble: a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material [KG: No data] [SEP] bowl: a round vessel that is open at the top; used chiefly for holding food or liquids [KG: http://www.wikidata.org/prop/direct/P31: bowl; http://www.wikidata.org/prop/direct/P31: bowl; http://www.wikidata.org/prop/direct/P31: bowl; http://www.wikidata.org/prop/direct/P31: bowl; http://www.wikidata.org/prop/direct/P31: bowl],6
Historical view of the <e1>damage</e1> caused by the 1693 Catania <e2>earthquake</e2> and the reconstruction activities.,1,Historical view of the <e1>damage</e1> caused by the 1693 Catania <e2>earthquake</e2> and the reconstruction activities. [SEP] damage: the occurrence of a change for the worse [KG: No data] [SEP] earthquake: shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity [KG: No data],1
